id,ht,rt_ht,rt_rt_cnt
,,,
849871944090562560,,,3
,,,
849918182177615872,,,1761
850039668125118466,,,1
,,,
,,,
,,,
850033237904637952,,,106
849934228364165120,,,1
850037929200189440,Leo,Leo,128
850040409573048322,,,2
,,,
850039539741667328,,,6
849966234603053056,,,179
,,,
,,,
,,,
,,,
,,,
,,,
,,,
849675176354529281,,,15373
,,,
846470217572200450,,,13
850036428524400642,,,2
849835325308403712,,,5670
850040526934089728,,,1
850036921258696704,,,1
,best,,
849387642559049729,,,1237
,,,
850040035068051456,,,2
,,,
,,,
849785041706156032,,,29
849387843206205440,,,31
850039530673512448,,,1
,,,
849664320392777729,,,7
849653889012051968,,,64222
,,,
,,,
849812588443582464,,,1607
,,,
,,,
849924667104264192,,,594
850012006547689472,,,722
850039925160464384,,,261
,,,
850028285841027072,,,936
850030384834326530,,,356
849967226245570560,,,33
,,,
849653889012051968,,,64222
,,,
850006435857522688,,,2743
714729158342008832,,,2161
,,,
850040409128677376,,,5
849949080423874561,,,21
,,,
850024372127584256,,,6
,,,
,,,
850036717482524672,,,16
,,,
850033794929369093,,,4
850028251389054976,,,3
850040861522055170,,,35
849837218495680512,,,716
849863813742592002,,,378
850013860211896320,,,37
849837122072850432,,,130
850029476310380548,,,51
,,,
850035169939652609,,,352
,,,
,FF,,
,,,
,,,
,,,
,,,
849704778540167169,,,41
749849621216817157,,,54099
846240899541733376,,,1
849995265666723841,,,874
849906530166214656,,,146
,Skin,,
,,,
850032341858832384,,,470
850021570022125569,,,14
,,,
835954569612050433,,,1
850040354694889472,,,226
849855990593748992,,,1166
,,,
849043076228284417,,,1
,,,
850029824470953984,,,110
850040995504943104,,,1
,,,
,just,,
850040142077153280,,,1
,,,
,humans,,
848204852316581890,,,5
849978249367216128,,,14
850010344630214657,,,1332
849995379126837249,,,442
849835642519420928,,,14329
849324545785954304,,,422
849994332417527808,,,1828
849909920770207744,,,7
850017579729072128,,,10
849986502134124544,,,650
850025185512226817,,,146
850010361755348993,,,225
849967255437926400,,,5
850019623688957952,,,64
849928509325582337,,,1
850036634951315456,,,1
850040173081526273,,,82
,,,
850039910392365058,,,7
849802776464900096,,,15933
850031610799964160,nuclear,nuclear,13
849970124039827456,,,25
,,,
848633962113224704,,,1
849835642519420928,,,14327
850031218783657986,,,294
,,,
,,,
850002588275625984,,,733
,,,
850002728290013184,,,426
,,,
850025635028369408,,,11669
850034014660558848,,,24
,,,
850032899713900546,Republican,Republican,36
850028063790424064,,,20
849348140595630081,,,33650
850039925160464384,,,258
849487931496689666,,,12025
850035480678846466,,,1
,,,
820030206039756801,,,2
,,,
850031369631784960,,,2
850040515663982592,,,1
849812510836350978,,,5
849975584222584832,,,383
,,,
,,,
847661780511760384,,,90
850038030685675520,,,1
849918679214989312,,,323
,,,
,,,
,,,
850005206205157376,,,6
,,,
,,,
845475511216357376,,,3
,,,
849865507213914112,,,13
850038392872202242,,,11
,,,
,,,
850041004971499521,,,2
850020190293303297,,,95
849993866287747074,,,223
849979319413637120,,,177
849717861895380992,,,2798
849990861706473472,,,7
,,,
850040831763521536,,,2
850037740037079040,,,8
,,,
719995822008610817,,,95941
,,,
,,,
,,,
850028582042775553,,,2
,,,
850040851871014918,,,19
,,,
,,,
,,,
,,,
849999759263895552,,,19
,,,
,,,
,,,
,,,
,,,
850020833896660992,,,93
,Repost,,
,,,
,,,
849993888328802304,,,5
849732780766441473,,,23361
849732780766441473,,,23362
850040487553581057,,,4
,,,
,,,
,,,
,,,
,,,
,,,
,,,
850031118023888896,,,2026
,,,
,,,
,,,
850040602540490752,,,2
,,,
849732795203276800,,,686
850039862736683008,,,8
850037516602228736,,,8
849762157688483840,,,4
,,,
,,,
,,,
,,,
849653889012051968,,,64225
850028810288234497,,water,1
850040323678117889,,,1
,,,
849996123506913280,,,71
,,,
,,,
,,,
,,,
850027800362930177,,,1
849878136443588608,,,612
,,,
849419903719354369,,,806
850040940018499585,,,3
850039991589892097,Smithy,Smithy,17
,,,
849999279066370048,,,602
,Finance,,
849981704886337536,,,827
850025635028369408,,,11670
850026651350073344,,,946
850039746256613377,,,1
850035554221797376,,,83
850019013946212352,,,1127
850035600887566336,,,43
850022476566409216,,,41
,,,
849532064705773570,LEGO,LEGO,2109
849849040866951168,,,640
,,,
,,,
849687371163545608,,,4921
,,,
,,,
,,,
850027949717946369,,,38
850034434380357632,,,5
,,,
,,,
,,,
,Future,,
,,,
,,,
849844629973327872,,,130
850038144032321537,,,10
,,,
849643378765692933,,,159
,,,
850040410424492032,,,27
849439916589297666,,,121
850038669163597824,,,1
,,,
850024127721340929,,,217
,,,
,,,
,,,
,,,
849817229227118592,,,3811
,,,
849878530662047744,,,236
850038922008776704,,,243
,,,
849970025675051008,,,38
,,,
,,,
850038973170929665,,,41
849947658995195908,,,617
,,,
,,,
849973753111040004,,,1084
,,,
,,,
,,,
,,,
322442020465545217,,,73
850040410265309186,,,4
849967846964813824,,,14
,,,
,,,
850025217028235265,,,4
850004481534304257,,,18
,,,
,,,
850001544900685825,,,128
850040560165322752,,,1
849953413727223808,,,25
,,,
850001339635519489,,,1279
850025766620467201,,,5
850004261379461120,,,25
,,,
,,,
,,,
850040912633884675,,,12
849973631002259458,,,2
849687526478553088,,,206
,,,
850039503653937152,,,13
,,,
849677100802084864,,,4981
,,,
849993546769682432,,,11
849996568816222208,,,1
,,,
850040975598780416,,,2
,,,
849960985536454656,,,19
850024436384268288,,,106
849285744552267776,,,195
849976495003054080,,,111
849741013992210433,,,18
,Trump,,
,,,
850040190206922752,,,4
849735061977137156,,,549
,,,
,,,
,,,
849993405207805952,,,2516
850037472214085635,,,1
,,,
,,,
,,,
850038924726607872,,,19
849955061665017856,,,64
,,,
850039923759558658,,,18
,,,
848872999180656640,,,34
,,,
,,,
,,,
850037444426825728,,,606
,,,
850038655989231618,,,24
850040861219995648,,,1
850025464383107072,,,149
849805107680116738,,,672
850031118023888896,,,2028
849777692954284032,,,1305
,,,
,,,
,,,
,,,
850040982275899394,,,1
849844603977179136,,,183
,,,
847708322899779584,,,231
,GOP,,
850001430152871937,,,1175
850025251148881921,,,1
,,,
,,,
,,,
849461288791154689,,,2349
,,,
850039030062383104,,,21
,,,
849920386464702464,BEAUTIFUL,BEAUTIFUL,6
850024882490531840,,,485
,,,
849982918160130048,,,10802
,,,
,,,
850040715585490946,,,2
,,,
,,,
,,,
831020855253749760,,,2
,,,
,,,
,,,
850009654398787584,,,46
849821439578472448,,,13971
850031218783657986,,,295
,Photography,,
849903759086014464,,,64
850021697382223872,,,15
850039925160464384,,,274
849846714974388224,,,1
,,,
850008284836888576,,,4
850020528941301761,,,65
,,,
,,,
849994459957923841,,,460
,,,
,,,
,,,
843666592017727490,,,10292
,,,
,,,
,,,
,,,
,,,
849732780766441473,,,23365
,,,
,,,
,,,
849996514642591744,,,11
,,,
849729568994988033,,,93
,,,
850039400666935296,,,42
850017502364971009,,,315
849889466357567489,,,10
850029784105136129,,,1
849881733298176000,,,589
850013667856760833,,,94
849998657759916033,,,137
850034576739139585,,,1
,,,
,,,
751901239915401217,,,4332
,,,
,,,
,,,
,,,
,,,
850014881113792517,,,5
,,,
850012555410112512,,,185
,,,
,,,
850028932179120131,nature,nature,3
,,,
,,,
,,,
,,,
850039800535109632,,,13
849669010790559744,,,2025
849751580169699329,,,337
850023956019019777,,,7
,,,
,,,
,,,
850040135781580800,,,12
850035377595351042,,,63
,,,
849997236121587713,,,332
,,,
842155642294960128,,,80149
,,,
850022095883030528,,,1
850032341858832384,,,471
,,,
849967028135837696,,,71
,,,
850007070250237952,,,1083
849992294128377856,,,48
850039400499036161,Masters,Masters,14
850032073503014916,,,5
,,,
850040696442683393,,,9
849848621554032640,,,288
849970631923953665,,,31
850033030668460032,,,2
850005003611910146,,,1
,,,
850038412539252742,,,2
803270834521395200,,,410
850040433069752324,,,40
,,,
849804721153949696,,,8
849852171399057408,,,269
,,,
,,,
,,,
,,,
850037561678598147,,,1
,,,
821395453405253633,,,4596
,,,
850040240668631047,,,2
,,,
850040754193956864,,,12
,,,
,,,
850030421337411584,,,211
849653889012051968,,,64234
,,,
,,,
,,,
,,,
849732377635020806,,,59
849960119068708865,,,2225
850021260100866050,,,668
850037901417095168,,,108
,,,
850002447783407616,,,205
849656699464056832,Pepsi,Pepsi,136786
849955260328235008,,,1027
,,,
849948498468491264,,,31
,,,
,,,
,,,
,,,
850039957498548224,,,1
,Apple,,
,,,
850038972109795328,,,1
,,,
,,,
,,,
849812204090163203,,,3
,,,
,,,
,,,
850014398861123584,,,11
850002333698334720,,,1
849408904048107523,,,10684
,,,
,,,
849966103266820096,,,90
850035376198754304,readability,readability,13
,,,
849995661655322624,,,36
,,,
,,,
849985152847663105,,,44
849853490528636928,,,17
849600008072679424,,,1
849963403577884673,,,1210
850040924130377729,,,2
,,,
850040881348521984,,,1
,,,
849993120020176897,,,3
,,,
850040967981920257,,,1
,,,
,,,
,,,
850028027480244225,,,279
850040804731232256,,,1
,,,
,,,
,,,
850040517568200704,,,110
,,,
,,,
,,,
849898455950479360,,,193
,,,
843264645272162308,,,5
850038632585015298,REPUBLICANS,REPUBLICANS,2
850022457205510144,,,8
849384675877539841,,,18552
,,,
,Respect,,
849789291899310082,,,286
,,,
850021693510889472,,,7
849822635953455105,,,2624
,,,
850040753233338368,,,1
849939570921791489,,,2
850021431433846785,,,212
,,,
,,,
,,,
,,,
,,,
,,,
843482682222956544,,,45
,,,
,,,
849999536915435520,,,247
,,,
,,,
849773648642801668,,,251
850040279688204288,,,13
,,,
,,,
850040379093037056,,,8
850036379727921156,,,89
850028705091137536,,,47
,,,
850021231743184897,,,10
,,,
,,,
849925146454446080,,,1259
849802776464900096,,,15941
,,,
850020190293303297,,,96
841094685032620032,,,3678
850033021923282945,,,167
850040631116410881,,,1
,,,
850040210809335809,,,100
849985938788761601,,,724
849628347680346116,,,430
,,,
850034609047957507,,,5
,,,
,,,
,,,
842460472490262528,,,5161
849979926337826821,respect,respect,63
,,,
,,,
,,,
,,,
850040894648705024,,,1
,,,
850040409749422082,photography,photography,1
849835642519420928,,,14339
849978346834464768,,,38
,,,
,,,
850008361324208128,,,902
850029791189151744,,,458
850039462998544384,,,8
,,,
,,,
,,,
,,,
850040560463355906,,,8
850040982229975046,,,1
850040969470889988,,,1
849904379234799616,,,1
848441511155040256,,,2
,,,
,,,
850008393586810880,YA,YA,10
,,,
,,,
,,,
849034990709075968,,,12
850039862736683008,,,9
849952063647760384,,,38
,,,
849638021620146176,,,3226
849948040668610561,,,253
,,,
,,,
848993825376829440,,,1643
,,,
798986174979313664,,,304
,,,
849822357275504642,,,2
,,,
,,,
,,,
,,,
,,,
850017967123378176,,,1
850041077348388865,,,1
,,,
,,,
850033529178263552,,,2
,,,
849616864514686976,,,440
850025947445293056,,,40
849617333052211203,,,122454
835231275204014081,,,5971
850036473067970560,,,18
850039241421836292,,,3
850039481369600000,Syria,Syria,2
,,,
,,,
,,,
,,,
849957893533315075,,,470
850013042066825217,,,192
,,,
,,,
,,,
850030006965157888,,,849
,,,
,,,
850040546622132224,,,3
,,,
,,,
,,,
,,,
849717526594441216,,,4
,,,
850039657819774978,,,20
849879373339435008,,,910
850037744256507904,,,133
,,,
849994641826996224,,,191
850000703858905089,,,9
,,,
850024334676590593,,principles,1475
,,,
,,,
,,,
850023179556978690,,,4
850019013946212352,,,1132
,,,
,,,
850040210809335809,,,102
850029697194917890,,,255
,,,
850005464607797249,,,135
850026397334724608,,,909
,,,
849979655939661824,,,8
849732780766441473,,,23378
,,,
850033949317357568,,,58
850034575308976131,,,207
,,,
850040450211762176,Art,Art,11
,,,
,,,
850024882490531840,,,488
850034297234960388,,,43
849351477164376064,,,11839
849875700387426304,,,11
849804868747489280,,,19
845037698784116737,,,278
849641504935002112,,,6120
,,,
850007822486130688,,,7
849969956057866240,,,767
849729870066331648,,,1978
,,,
,,,
,,,
850035918522241024,,,94
,,,
,news,,
,,,
,photography,,
,,,
850040354694889472,,,231
849689508476071943,,,14
850039527943143424,,,4
,,,
849732780766441473,,,23375
850039971247468544,,,2
850021265473585152,,,805
850037861801971712,,,56
849975991321714688,,,57
799462295772549121,,,2605
849642365593817088,,,12452
,,,
,,,
850028083251990528,,,21
,,,
,,,
849963602505236480,,,760
,,,
,,,
850011480632242176,,,17
,,,
848585135167606784,,,4010
,,,
,,,
849992337765924864,,,42
,,,
850039018070953986,,,1
849845897861246976,,,2757
850040623898013699,,,2
850028915557113858,,,979
,virgin,,
849741651438383105,,,68
849880797435875328,,,6
850038378829578241,,,1
,,,
850034182256545794,,,2
850038335452196865,,,10
,Royals,,
849675176354529281,,,15379
,,,
850029474947239936,,,2
850033093025116160,,,17
,,,
790005002186084352,,,1886
850033617363456000,,,11
850038563483799552,,,3
,,,
849675176354529281,,,15378
,,,
,,,
,dick,,
850023850511302658,,,7
850040441106030593,,,1
849899213483720704,,,32
,,,
,,,
835498358445846528,,,34
850040811991552002,,,1
850004292421529604,,,505
,,,
,,,
,,,
847698728106569728,art,art,1
849835642519420928,,,14348
850020979921301504,,,1
849773182840078336,,,9155
,,,
,,,
,,,
,,,
850039939060387841,,,18
850040414375747584,,,1
849494598670004225,,,101
,,,
850022224337793024,,,2
,,,
850032419956809728,,,109
848937190629531649,,,37277
850037850347368449,,,2
850040173081526273,,,90
,,,
,,,
850005136181211139,,,22
849966435740811266,,,137
,,,
850040920313544704,,,1
849970354613125121,,,155
,,,
,,,
844345396499394561,,,74
849990366212358144,,,3288
850040457400901632,,,1
,,,
850034225667600386,,,1
,,,
,,,
,,,
850036793173037056,,,1
850039608033382400,,,1
841637486648541184,,,5
846974864258949120,,,1767
850029480936706048,,,13
,,,
850019035978678272,,,406
849714757070237697,,,61
850040965725249536,,,3
,,,
849325935191093249,,,2
,,,
,,,
,,,
,,,
,quote,,
,,,
850040229490823168,,,9
,,,
850039693764841472,,,7
844392680637546497,,,2219
850031883127750656,,,1
850016036917260289,,,152
,,,
850039967732596739,,,2
850038267949047809,,,7
,,,
,,,
,,,
849644963193344000,,,349
850040322348417025,Reds,Reds,1
850034639842541569,,,75
850021278941577216,,,56
849967535999070213,Philippines,Philippines,7
850025578753347584,,,1569
849945627140083712,,,33
,,,
,,,
,,,
850016874867941376,,,20
,,,
849793550179020801,,,9798
,,,
849793550179020801,,,9796
,,,
,,,
,,,
,,,
,,,
850041025078931457,,,2
850013599154286594,,,5
849894663410638848,,,147
850041126538977280,Amazon,Amazon,1
850033766030618625,,,1
836375717935996929,,,209
849881733298176000,,,590
,,,
850038039346851841,,,3
849925146454446080,,,1260
,,,
,,,
,IRS,,
,,,
850021905516158977,,,1
850026438384332801,,,228
,,,
,,,
,overdue,,
,,,
849804229267075072,,,185
,,,
,,,
848931942322057216,,,4817
,,,
,,,
850032664132419584,,,408
850037901417095168,,,109
,,,
850036883811860480,,,83
849968100120432640,,,10
849652569857290240,,,147
,,,
,,,
850000558006075392,,,122
848904271550664706,,,11585
849775624952709121,,,224
850038798453022720,,,1
846753777709309953,,,2107
,,,
849739153717821440,,,102
849033417937342466,,,571
,,,
850033148167675905,technology,technology,45
,,,
,,,
,,,
850032370929610752,,,339
849737161717030912,,,4203
,,,
850038069772386305,,,2
849963258496913408,,,2
,,,
850028466418270209,,,33
850033181319467008,,,282
,,,
,,,
847064055919472642,,,1720
850036830342856704,,,7
850027887327666176,,,163
850013030465363968,,,15
,,,
850040171114483716,,,2
,,,
,,,
,,,
,,,
849681349216743425,,,26060
,,,
850007198994497536,,,907
,,,
850040653501345794,,,3
,,,
849940515328020482,,,2732
849863832856145920,,,58
,,,
849642774358110213,,,277
850041021962612739,,,1
,,,
850039865697640448,,,2
849847326944505857,,,5927
,,,
,,,
850021340241436672,,,88
850036430017572864,,,16
,,,
,,,
850027867421511680,,,48
,,,
850031906682961924,,,20
,,,
,,,
846665738245025795,,,510
,,,
,Winner,,
849276877730705408,,,2
805101997137526788,,,79
,,,
849683528891740165,,,29
,,,
850021560975065089,,,10
849169854896758784,Angel,Angel,1
850038818572869632,,,37
,,,
850032394224717825,,,18
850027861943746560,,,1
,,,
849984346807250944,,,11
,,,
850000715309350912,,,1964
845326806160953345,,,7932
,,,
,,,
,,,
849804007140884482,,,1
849989736823390208,,,11
849887311634608128,,,406
849695102759030784,,,4
849996373474910208,,,3413
,,,
,,,
850039667256905730,,,85
850040651836248071,,,1
850040965725249536,,,12
850024321225551873,,,58
,,,
,,,
850040451948302336,,,1
849876389780172800,,,47
849939021509910528,,,78
,,,
850040103389069312,,,4
,,,
,hot,,
850040923731972100,,,1
850041008918286337,tornado,tornado,1
,,,
,,,
,,,
,,,
,,,
847494032221548545,,,1
,,,
849993166623313920,,,82
850038619930677248,,,10
,,,
,,,
850039673917501440,,,6
,,,
,,,
850030197474828288,,,4
,,,
,,,
849665736075337728,,,1591
850038995719475201,Students,Students,2
,,,
,,,
,,,
850041054833278980,,,1
849653889012051968,,,64257
850000552163520513,,,1588
,,,
850009450169675777,PR,PR,1
,,,
849996373474910208,,,3414
,,,
850016937841184768,,,264
,,,
850037149797953537,,,79
,,,
849667958414733314,,,63
,,,
,,,
849174690883088384,,,1
844247257331449865,,,1391
850035476002205696,,,17
,,,
850005202790785026,,,17
,,,
850032505239425024,,,1
,,,
849668231069667330,,,22746
849964514434990080,,,27
850040410177142787,,,1
849983753669804032,,,11
,,,
,,,
849758053180346368,,,45
,,,
849791592126980096,,,325
,,,
,,,
,,,
,Stock,,
850017645248339969,Iran,Iran,107
848904772874682368,,,768
849990725051731968,,,27
850005464607797249,,,136
,Crayola,,
849997453927600128,,,113
849813614735138817,,,73
850037636580421633,,,48
,,,
,,,
,,,
,,,
850036275549753344,,,380
,,,
849672464808501248,,,113
850040796342562817,,,1
850037526580645892,,,12
849765109048242176,,,1
849889573392052225,,,126
849766165262020609,Repost,Repost,26
,,,
850039667256905730,,,86
,,,
850041075792138240,,,2
,,,
,,,
,,,
,,,
,,,
850041099343327232,,,1
,,,
,,,
,,,
849909132073328641,,,78
849341813785841664,,,78146
,,,
,,,
,,,
850040728843636739,,,10
850003145564532737,,,758
,,,
850026888302964736,family,family,4
849793550179020801,,,9800
,,,
849867538301190144,,,2866
849773699368501249,,,2603
845792670035464192,,,525
850041137138216961,,,1
,,,
811650508809207808,,,4183
,,,
,,,
850038354372698113,,,2
,,,
848706411248922626,,,809
,,,
,,,
849996304499564544,Media,Media,5
850040754193956864,,,16
849687485517115400,,,4455
849981704886337536,,,829
,,,
849548928647393281,,,3953
,,,
,,,
,,,
,,,
,,,
850023725793771520,,,49
849666854473916416,,,28717
850038394973437952,,,27
,,,
849350859519643648,,,9843
849694088240611328,,,3293
850030662212079617,,,1
,,,
,,,
849859234095300608,,,14
850034425584865280,,,1
850012679704072192,Bulgaria,Bulgaria,25
,,,
,,,
850004950360838144,,,776
,,,
,,,
,,,
849998025334435840,,,55
,,,
,,,
849653889012051968,,,64248
,,,
,,,
,,,
,,,
,milk,,
850040570034749440,,,2
830157831538081792,,,6843
850027518497349633,,,9
850040950940459008,,,13
850028383476092928,,,611
850034486322638851,made,made,1
,,,
850025635028369408,,,11704
,,,
,,,
849655810573705220,Trailer,Trailer,51
850019714654810113,,,71
850031623437471746,resist,resist,153
850014531937906688,,,127
850036545398743041,,,118
847222116634300416,,,1792
847827591323058176,,,1363
849950114466504704,,,1265
,,,
,,,
850033729934381056,,,1
,,,
,,,
848312776011509760,,,771
850037318119378944,,,1
849991381963743232,,,34
,,,
,,,
849995519250378752,,,1042
,,,
849638937853394944,,,6404
850023489109020673,,,376
845792670035464192,,,523
849821808643538944,,,104
849999179590053889,,,1
849698153062432768,,,464
,,,
850019320633729024,,,114
850000190723547138,,,854
,,,
849762036481490944,,,142
849873466585231361,,,41
,,,
,,,
850028979499040768,,,65
,Cars,,
847022087034327040,Google,Google,2902
849844603977179136,,,214
850041087645409280,,,1
850017573986947074,,,87
849961299073277952,,,249
,,,
,,,
850040627844702208,,,1
850008229430124545,,,121
849642365593817088,,,12454
850038766412627968,,,18
,,,
849941889503703040,,,659
850040950940459008,,,21
850040950940459008,,,34
850040861522055170,,,42
,Golf,,
850007434164875264,,,1
,,,
849638937853394944,,,6405
850026397334724608,,,913
,,,
849641809424769030,,,32654
850036124550651904,,,135
849941878116110338,,,73
,,,
,,,
849979739339149312,,,441
849655062091530240,,,12601
849759142483034113,,,191
849883612329762817,,,111
,Microsoft,,
847644069798879233,,,576
850037444426825728,,,617
849697606641086464,,,134
,,,
850040286843740161,,,1
850038148906274817,,,22
,,,
850024408114642944,,,151
,,,
849964181541597185,,,1381
849800087417098240,,,21
850040861522055170,,,41
849984540101681152,,,67
597369863313747968,,,11
,,,
849828224473452544,,,595
,Autos,,
849761519004925952,,,9447
850031195475857413,,,102
,,,
850010827121995780,,,44
849965175839051776,,,9
849664325946142720,,,175
,,,
850038079813541889,,,1
850038812130500609,,,1
850035746870374400,,,477
,,,
,resistance,,
850010864119947264,,,94
,,,
849888955302641664,,,122
850030724342304768,,,48
850039996878901248,,,6
850041098106023936,,,1
848957238903525376,,,4
849987723737927681,,,3
,,,
,,,
,,,
,,,
850038114051645441,UPDATE,UPDATE,189
,,,
850040888021721088,,,20
849630731181715457,,,26401
,,,
849860494529835008,,,88
849980038900527104,,,4060
,,,
,,,
850041155815436289,,,1
,,,
,,,
,,,
850027974770520065,,,172
,,,
,,,
850039181082595329,,,1
,,,
,,,
,,,
795785785148579840,,,43
850040433069752324,,,42
,,,
,,,
850029849338970112,,,656
843690247581921280,,,8
850027205262311424,Yemen,Yemen,110
,,,
849864344938700800,,,446
850038475004952576,,,7
,,,
,,,
847636876940804097,,,6490
,Yemen,,
849753068208091139,,,213
,,,
849992094408208386,,,330
,,,
,,,
849732780766441473,,,23397
,,,
,,,
850040022409412608,,,2
,,,
848399623584710657,,,18
,,,
,,,
,,,
849954510416097282,,,9
,Movies,,
850039000530157568,,,107
822405303992025088,,,53
850040859399737344,,,1
850032689415692288,,,6
849678881292529669,,,23
,,,
850012603317452800,,,24
,,,
,,,
849791815754686465,,,7958
,,,
849713698356817920,,,21327
,goals,,
849732780766441473,,,23396
,,,
,,,
847222116634300416,,,1793
849716818293907456,,,2566
849682841772404737,,,14
850034228393803781,,,312
850012006547689472,,,726
850039800560222208,,,1
850019830006788097,,,1
850025635028369408,,,11706
,,,
,,,
,,,
763135418825072641,,,18903
,,,
,,,
849747083431223296,,,18
849668054615289858,,,8
,Edmonton,,
,,,
,,,
849980374918852612,,,237
,,,
849450012706840576,,,18040
,,,
,,,
,,,
850041141693173762,,,1
819972185590796288,,,16741
,,,
849853545943846912,,,7
849847326944505857,,,5930
,,,
849607939551842306,,,4745
849784302485286914,,,348
842910948872675330,,,521
,,,
849984506245382144,,,520
850040608945192960,,,1
,,,
,,,
849890601306697728,,,1813
850037617487785984,,,5
,,,
850030628640878592,,,206
850001439166476288,unity,unity,25
850027543331721216,,,35
849603932565499904,,,21
849096292378832896,,,70
850002191591112704,,,1369
,,,
850016052616581120,,,106
849759142483034113,,,200
849773963660075008,,,6517
,,,
,,,
849656699464056832,Pepsi,Pepsi,136799
850037350348365824,,,3
,,,
,,,
849630731181715457,,,26403
850015574168137729,solar,solar,1
850025311051931648,,,335
850040596400021504,,,1
,,,
,,,
,,,
,,,
848615644044177411,,,1070
850037444426825728,,,618
849768082331631617,,,50
,,,
,,,
850037314298531840,,,4
,,,
850037462793687042,,,47
850030791459524608,,,230
,,,
,,,
850040107717595137,,,2
849739750349189121,Russia,Russia,37
849646578860208129,,,3025
849243813893869568,,,130
849914485921820672,,,16
,,,
,,,
837541968821379072,,,105
,,,
850038020854173696,Gaston,Gaston,1
850021083868790784,,,4
779821012364001280,Nipple,Nipple,6
850040950940459008,,,99
,,,
,Photography,,
,,,
,,,
849839857744715776,,,3
,,,
,,,
850029476310380548,,,52
849691832048951296,,,1
849505635775508481,,,148
,,,
,,,
849957109244583936,,,318
,,,
,,,
850040950940459008,,,78
850037080868745216,,,5
,,,
849983823580463105,,,30
,,,
849759142483034113,,,201
848770087171522564,,,599
850035517823623168,,,6
,,,
837541968821379072,,,103
849724475872395265,,,29
849668580178358273,,,4510
,,,
849993368092520448,,,290
850013946975105024,,,440
,,,
,,,
837541968821379072,,,105
850031258478497792,,,17
849776033628905473,,,863
849689667855413248,,,385
850028912906088448,,,201
849827256574722049,,,2416
842407667339411456,,,2369
849653128345657346,,,2677
849982918160130048,,,10820
849977086026678272,,,7
837541968821379072,,,103
,,,
,,,
,,,
,,,
850003155492458497,,,313
,,,
850011466015092736,,,44
850040682307866624,,,2
850040950940459008,,,109
837541968821379072,,,115
,,,
850040978148872192,,,3
,,,
849997316891213824,,,1
850040342896365568,,,38
849779007906340864,,,2841
837541968821379072,,,105
,,,
849757837807022081,,,154
,,,
,,,
850034342122450948,,,15
850040656739393536,,,15
,,,
843850326285389826,,,618
,,,
,,,
849991809728163840,WIN,WIN,64
,,,
837541968821379072,,,115
850040734703026179,,,7
837541968821379072,,,183
850032373664145410,,,731
,,,
,,,
,,,
,,,
,,,
,,,
850037563758981122,,,3
,,,
,,,
837541968821379072,,,219
837541968821379072,,,181
,,,
,,,
837541968821379072,,,105
849741888793882624,,,679
850035687197954048,,,1
850032643295125504,,,1
850020335403491329,,,8139
,,,
850040545481179136,,,1
,,,
850040564078784512,,,23
837541968821379072,,,104
850032580565094400,,,1
850025772114886656,,,2
,,,
837541968821379072,,,225
850039361206976514,,,8
,,,
850030006965157888,,,853
849424663717588994,,,17
837541968821379072,,,103
,,,
,,,
850040950940459008,,,108
,,,
850038742089740288,,,6
,,,
849610223195217921,,,18407
850030288755462144,,,102
,,,
,,,
837541968821379072,,,104
,,,
837541968821379072,,,103
,,,
,,,
837541968821379072,,,225
849844603977179136,,,217
837541968821379072,,,229
,,,
849019811380301825,,,444
,,,
,,,
,,,
837541968821379072,,,202
850032370929610752,,,344
837541968821379072,,,107
849365987753414656,,,5992
850018279854792704,,,191
849827075582119942,,,1231
837541968821379072,,,231
850021508227497985,,,1
,,,
,,,
,,,
837541968821379072,,,106
849971609528094720,,,1
849317613268344832,,,140
771747696604393472,,,8372
,,,
849019811380301825,,,446
850014011773079552,,,16
,,,
,,,
850036225750781953,traitor,traitor,5
,,,
850025054591209472,,,17
850040704176881664,,,2
849528866750308352,,,103
850033117381505024,,,170
,,,
,,,
,,,
,,,
849998760834985985,,,2
849636007259631616,,,4
850033237904637952,,,106
849815915176898561,,,217
,,,
850000954732814336,,,448
,,,
849827075582119942,,,1235
453750949975035904,,,1039
763135418825072641,,,18913
849827075582119942,,,1243
,,,
,,,
,,,
850039517050314752,,,17
,,,
850039309365366785,,,1
849019811380301825,,,449
849967661782110210,,,2
849641653249994754,Easter,Easter,38
849734896507437056,,,1462
849949475728748544,,,1
,,,
850026394566377472,inflation,inflation,1
,,,
717163582115307521,,,3797
,,,
,,,
837541968821379072,,,227
,,,
,,,
,,,
850040454464897026,,,1
849735901446012931,,,1685
849827075582119942,,,1231
849993693159333888,,,2
,,,
,,,
,,,
840138854644436992,,,8
,,,
,,,
850024882490531840,,,491
,,,
,,,
,,,
,,,
,,,
850025758017847296,,,895
,,,
850040243986329600,,,7
850026808020004864,,,46
849617333052211203,,,122470
,,,
849973514409062400,,,652
849937770130923520,,,4
850038683441012736,,,12
850020102254800897,,,350
,,,
,,,
,,,
850015022487134209,leafs,leafs,25
849968775009107968,,,7
850012871429902336,,,160
849998729344155648,,,171
,,,
,,,
844376478187864064,,,1701
849991688701583360,,,809
837541968821379072,,,236
849827075582119942,,,1231
,silver,,
850041004971499521,,,22
,,,
848777498594869248,,,1116
849826754202144768,,,11524
,,,
,,,
,,,
849829030325100544,,,1564
850016391231090690,,,39
850041026416975872,,,1
